start_lat,start_lng,end_lat,end_lng,distance_km,traffic_density,weather_condition,day_of_week,hour_of_day,ETA
17.329583505592634,78.5746464892764,17.206547019032644,78.32050596009299,9.621328924158469,6,clear,5,14,38.47606393410163
17.287368742059414,78.31018379357573,17.399136905852675,78.53512795274523,7.6698188649339745,1,foggy,5,4,46.917563856059736
17.383555868416714,78.50922608017405,17.489018330264066,78.38572749737781,12.927815189920707,10,foggy,5,22,17.076060122498006
17.241848158195612,78.38920470221176,17.368050455038553,78.42983006387978,7.975415970224313,5,rainy,2,11,54.123509747156774
17.287643394560565,78.57731885861295,17.481046738609926,78.50563316496657,20.499131455459406,8,foggy,3,19,39.11977542042516
17.30990855298811,78.59131747354961,17.215677363785808,78.39973684714461,24.95587585190028,5,foggy,2,4,16.34219634462986
17.33682099526511,78.58327994673402,17.325637995722246,78.31697569684401,20.519671796425293,9,rainy,5,2,33.09626021028675
17.435552788417905,78.44226426499723,17.278047337288616,78.41217631410385,24.906162970231136,6,rainy,6,8,52.239586893295574
17.259902134647508,78.5586127952968,17.419246289494218,78.58333457480829,12.51277270401675,8,rainy,4,8,54.878109672658006
17.354270331524084,78.55336481956051,17.494389127149173,78.49252031918957,5.533192150556965,10,rainy,1,6,23.232475249938076
17.377724370658612,78.39573014197298,17.276959018733272,78.50144374460015,22.400577474530174,8,clear,1,1,45.563291235522655
17.213935123816,78.5486746422452,17.39625238044222,78.48968464609129,11.453760649105062,3,rainy,2,22,14.999262374188834
17.38226345557043,78.31110229041464,17.25942928982792,78.35969764168783,20.46685393164484,7,rainy,5,22,11.67729357060789
17.251157237106188,78.47888096354461,17.369599076371482,78.42550015923068,8.848674317471204,7,rainy,0,20,38.01994769099714
17.219515477895584,78.3690026511863,17.3391797460065,78.52528193950899,3.3556594093935073,10,foggy,6,15,44.741378966406295
17.484665661176,78.33617006573319,17.49160159888946,78.33041186926594,29.784872069145138,6,rainy,2,8,49.7893365588251
17.48968960992237,78.32308596048875,17.38255818180894,78.38335583282691,5.5298437299873795,7,clear,5,12,27.010811922766734
17.442519204434937,78.50888663276343,17.304851911626045,78.38289573253975,29.66420882494095,2,clear,3,18,10.32627052144435
17.29138413075201,78.40196248913041,17.23422873546638,78.42960567827835,29.34111804442697,9,rainy,1,19,33.97596185556769
17.229301634201914,78.51743003145863,17.24537404862048,78.59411062228266,24.02072501333315,10,clear,1,16,10.792677268678348
17.405269907953645,78.31960690223968,17.26759507898537,78.32025076400514,20.12326590037793,10,foggy,6,5,14.599225533539997
17.33204574812188,78.39458710134917,17.275289998402087,78.45561029831417,17.756404457281455,1,rainy,1,3,26.334451126587417
17.236611470453433,78.4618473877126,17.45518481735234,78.35380940460367,26.116944815957204,1,clear,0,0,31.85860247800886
17.34855307303338,78.53721694945169,17.368366836484757,78.59120296362292,9.39374612696515,3,clear,5,17,23.97347206148243
17.210316556334565,78.39562575087962,17.35701727341231,78.33399105141824,14.562755162061434,3,rainy,5,18,39.09326332523539
17.472796120623634,78.48776741293109,17.234430661560765,78.42108030070847,18.962309111628556,1,clear,6,8,12.76748946090476
17.277633994480006,78.56579332447085,17.45804190800483,78.52136549545038,12.924523800215242,7,rainy,5,12,17.228985511979236
17.398756685306193,78.48475895645468,17.416844290962544,78.51136632840823,13.39710716861777,4,clear,6,7,44.76292003777168
17.293513322826822,78.36988784242608,17.22030050857,78.42681859106817,10.578255357560447,10,foggy,5,22,17.107042679895887
17.35602040635334,78.30732023446696,17.41235052916893,78.40395725038582,17.362722683851544,2,clear,0,12,41.988760078521125
17.364013083802984,78.56102966217027,17.363061465202794,78.41928371356586,25.666661312438364,10,clear,4,14,12.734231037668277
17.25545633665766,78.30638082325511,17.22451760372403,78.37928287894759,6.844322962183073,5,rainy,2,10,30.36911395595702
17.490875388329368,78.56241050180526,17.337490192458596,78.36159988161204,28.098558123849802,6,clear,2,11,18.870473506059117
17.432539847008336,78.45868114020816,17.345408886139015,78.44491190926766,20.98354195869866,9,rainy,5,13,15.481814126759321
17.481849682469257,78.58172030955386,17.24973236204898,78.38056012682028,24.874923167720876,4,foggy,3,3,38.35163917506138
17.468448205128293,78.5396349707321,17.483709444100086,78.38623849946917,17.12953008627034,2,rainy,1,0,56.41678860028109
17.379369993643326,78.59938023315999,17.454992611444197,78.49702681904236,23.60598434129784,5,rainy,0,23,12.739352396177441
17.476562270506935,78.40521354463552,17.400706701198732,78.59056119950996,1.469811522844549,3,clear,3,3,31.07771241090171
17.226547750615577,78.53015648667933,17.338688668300183,78.48109116016781,24.733032318606522,2,foggy,3,18,45.376771887272184
17.258794858725743,78.42057927408277,17.32352966247535,78.32309384011948,2.164026913475629,1,rainy,5,8,33.13439158439135
17.21356818667316,78.44396268609117,17.395292040145286,78.32267508415622,26.807487914523012,10,clear,0,9,50.32479730526226
17.29759909922898,78.48825163896551,17.363629560822073,78.58542696625366,29.766919669920657,2,clear,2,3,18.982265793206587
17.316603186906843,78.56210313425589,17.218681931764564,78.3891872370922,9.527956403126556,6,rainy,1,19,57.979710251387026
17.28140470953217,78.59522504075979,17.3537507946311,78.32762009582474,7.099238132288016,8,clear,2,8,29.258131388627024
17.44862125274558,78.53048202415935,17.441921085169852,78.47971337614511,23.19553755188318,3,rainy,3,12,27.078481647213756
17.307025998008076,78.4253300346502,17.33777196327909,78.48709463348708,8.337763886687345,9,rainy,1,11,53.73028972515829
17.284280352906215,78.42640710068312,17.21558697326628,78.4945514460356,26.1013091119939,9,rainy,4,10,38.19335159458833
17.362808824947475,78.52127469047666,17.43588345981521,78.38022060835726,3.9824351725668246,2,foggy,3,11,35.82221709514108
17.24227726749243,78.37163314373049,17.260409134640792,78.30453320526433,4.652700695001389,8,rainy,2,17,46.348895976421545
17.440659094226213,78.33314223393941,17.27758625046641,78.58950461083634,29.395395097917852,10,clear,2,11,38.99171191405452
17.22236519310393,78.40638664729222,17.24941190602969,78.37526791370733,20.541328049830135,5,foggy,5,15,18.125782237855766
17.496066080980157,78.38617169749622,17.29906451946145,78.50280788641577,25.55972950843963,4,clear,2,4,43.709881143246484
17.431673430788997,78.3888924361368,17.42702545170659,78.5119889609636,10.405551943194022,10,foggy,0,19,16.673443964106426
17.25961470446025,78.37008232531497,17.355815757851182,78.48300222512384,20.61802873609753,5,foggy,3,11,50.2928852667031
17.20165663513708,78.3126279568909,17.26146438224521,78.3938722182641,18.23301299194932,4,foggy,6,20,59.486829885613545
17.44463842853645,78.30536218042002,17.463349023445613,78.38132887612922,18.49135348356546,8,foggy,6,10,28.869381248738815
17.412057203154284,78.59631671692081,17.463874556485457,78.4793004848108,20.793441326593925,4,clear,1,8,32.23779491010063
17.418702150412297,78.42833194012076,17.4611735275138,78.5598286900835,17.685416020743858,10,rainy,2,17,12.321682774140616
17.431381104005784,78.4152979941479,17.271638863414463,78.58402011867702,13.442808709777312,6,clear,5,2,10.686659404128914
17.222213395520228,78.50389418480792,17.335371803254297,78.33177174132112,9.001758137035859,2,rainy,5,19,56.070966743816385
17.30753971856328,78.36547616635951,17.495496896842262,78.3464485837793,23.288858596482857,5,clear,2,16,16.431203021959604
17.234760717857537,78.58498835518506,17.431603742892996,78.58342087763492,7.5619004700924,6,foggy,0,13,32.28893737797352
17.458931027762677,78.53590350432466,17.208150226367668,78.52096056850043,21.078274878478013,5,foggy,5,0,50.76773119277807
17.386989438048268,78.32682330069368,17.219561377378145,78.56489814744893,7.766651856830473,2,rainy,6,16,54.465937996415974
17.299269407455796,78.42527423273548,17.3391794130437,78.3607897902406,19.134574928679164,7,rainy,1,7,35.96988426417338
17.219067505085807,78.56373549226865,17.472766061758467,78.47627576133281,22.66526974674184,4,clear,3,4,38.25162624879749
17.2932946965147,78.58341960668741,17.361610539385815,78.51034187832524,7.342702778289636,8,rainy,4,4,43.48419862316362
17.297554996608024,78.44022045337496,17.349343752410288,78.50403356563409,2.73835572497794,7,clear,0,8,58.069123507185765
17.418881853501418,78.48402341676321,17.23164210998699,78.42244550726001,4.7982385468310484,7,rainy,5,2,40.13349804722526
17.391267241406563,78.35011018382762,17.397034031417288,78.3046184675074,18.57391205085974,9,rainy,3,18,37.97376297281731
17.4661638227729,78.59735058784109,17.44663094818007,78.47487781704127,25.63394578054633,1,rainy,4,22,10.726706763299534
17.341664477548584,78.36950151041503,17.31412600225227,78.37593046175388,2.3049078158273066,10,foggy,2,8,14.047485101117804
17.23587827378149,78.58281953224053,17.4326835552776,78.43507627384287,22.290386512207743,6,foggy,2,21,38.858581331199815
17.4139734361669,78.4948939946977,17.489342996170244,78.58727430452514,10.898240732551512,6,clear,1,17,56.81201939036016
17.42823551458507,78.48232103846365,17.261129937738307,78.41971059529273,14.877322727666153,6,rainy,4,15,53.33456741996975
17.36838315927085,78.45380655330494,17.356998889358422,78.55194048199932,27.936926945521403,6,clear,2,0,59.12894614961023
17.431290153986367,78.36920094351532,17.28614138742537,78.35656218172477,10.627173637339519,10,rainy,2,1,36.3917018780637
17.34813867890932,78.35295840960165,17.43785632571015,78.5017381494075,14.494771084245096,7,foggy,6,13,49.396546921888344
17.3568198488146,78.36614586272105,17.37327800976435,78.59310208633168,1.396790028059752,10,foggy,5,13,52.02001657446702
17.328262305507565,78.35593147864327,17.39037472526509,78.33056793026188,3.3663628801403127,6,rainy,1,0,42.40158286654309
17.20762573802323,78.53387534207002,17.439374247884768,78.30249598266815,8.499156142908737,1,rainy,3,15,26.937495210725363
17.23236742809799,78.40503757775002,17.318791141798737,78.43007483778977,1.8077149838111577,3,foggy,2,14,33.49892173288972
17.20942875570602,78.31735280296901,17.474527020522114,78.3277876449154,19.309884455399278,2,foggy,6,14,52.895853612178385
17.390923123379135,78.59073078904224,17.35990866017384,78.52451530490286,13.365552347247053,6,clear,0,11,24.927396299108196
17.294306794322896,78.56513576548902,17.247386446850605,78.57436459915456,16.896210879112637,8,foggy,0,15,56.18715656333243
17.35257120734941,78.57832568495856,17.40876973545064,78.43020629181262,6.064768390993557,3,rainy,3,13,21.490317071133255
17.472269942177828,78.59847234679393,17.437978405131478,78.37761349264663,9.582028853661868,10,clear,4,23,47.47582075783903
17.27478766874466,78.35216857476584,17.295028503120257,78.43032099570198,20.250909770729027,8,rainy,1,14,41.527961717286914
17.32311487691069,78.4188726056708,17.457153777099627,78.517034345355,28.993778985281594,8,clear,6,22,47.479972056038115
17.426665341562913,78.52747154271123,17.47184297642973,78.30271624847411,2.4620864344640667,5,rainy,5,14,31.86737862162974
17.268639449647488,78.50880618541613,17.283071346213344,78.47683619684541,26.821145304802716,8,foggy,6,18,56.63205312769923
17.223093972948636,78.34616877190196,17.495056441814565,78.4839875054662,17.729554838025045,6,rainy,0,7,41.62361012057387
17.28692543587413,78.54474993749719,17.24221345841463,78.49130647406878,17.35366743591309,5,clear,0,1,24.414790227712814
17.2483663861762,78.367332171551,17.260604700520748,78.37260662399426,15.508077521025049,9,rainy,3,1,41.92275353260719
17.47890929570277,78.36714528444678,17.255267451771406,78.51421581701344,3.012428491221318,7,clear,4,9,24.34078736035156
17.442436113869324,78.46109232686803,17.468196913002362,78.32741744589953,3.6064287003486593,8,rainy,4,2,24.68161958799371
17.390021126953126,78.47788198045251,17.396287765697487,78.35978110094004,18.426448164113495,1,foggy,3,22,29.979925581043396
17.461438177056316,78.47402586235134,17.24563128496668,78.56324101399633,10.88779857163119,2,foggy,6,16,52.62152087845595
17.441101623069734,78.32744605121933,17.332097025510503,78.52161694521797,27.60077393075274,8,rainy,0,7,35.0148937196996
17.25597101766581,78.56323825878911,17.38458940752094,78.3041236662034,12.791125583424696,9,rainy,6,22,43.94504211151037
17.467767699546993,78.3796800127766,17.225039225496815,78.37451287811093,5.155162302376591,4,rainy,6,3,29.59838701372315
17.361802672574694,78.33885447638484,17.4647249105222,78.36432194489795,21.726846171559046,10,clear,1,13,23.180271990344075
17.44223204654922,78.56662442396069,17.44108106063246,78.38124189841109,9.507249221789285,10,rainy,0,20,57.73200803581157
17.468827389977047,78.58669544946892,17.35156203207299,78.37426793108396,16.2386389133209,9,rainy,4,9,40.17906235615313
17.29540104249156,78.55863828517963,17.49013798457775,78.31875788872286,21.23715077964993,4,clear,5,0,56.69756692913592
17.2330155773583,78.54285482241745,17.32532829378253,78.43768215497904,27.10765922486004,10,foggy,6,3,20.17065010991575
17.268380548762583,78.4965725941917,17.49523309571095,78.51982004243584,23.973544649248606,10,rainy,0,0,17.34470819564664
17.328132336587878,78.46525721118273,17.40037599964109,78.48201951741522,20.614470968309,10,rainy,6,16,52.79114535619518
17.445404429776747,78.32609602797342,17.390401381976183,78.50186150057942,20.709362289459165,9,foggy,1,16,44.04586063086257
17.458219174976904,78.4225359639212,17.249786468588734,78.32434475356087,28.43181467693051,7,foggy,2,6,19.328924962682066
17.202085639159357,78.4118065551037,17.46457832749139,78.58544721305303,9.578898827399545,2,clear,0,22,23.467985033176888
17.35322419077327,78.37792613512809,17.328246906376183,78.5515475501529,1.0322507316894347,9,rainy,3,19,50.03319707626556
17.325223300944632,78.51702603410656,17.248670021734743,78.54152709554869,8.886682222547762,4,rainy,2,14,32.6934309997968
17.266632343141218,78.44876272052363,17.203782255992728,78.54689514151252,7.318850009175575,8,clear,6,12,43.52702532530454
17.235959610200105,78.3243138647723,17.367926705091513,78.57981315243983,20.193202968305947,7,foggy,3,1,25.917601106800547
17.301284551421087,78.36605496058495,17.358219886636803,78.4632761898341,19.37763639320034,7,clear,3,18,29.061497638743834
17.482872911173757,78.50497762909788,17.41580608671075,78.36008460536029,18.21038009843699,8,foggy,3,23,59.535627931155254
17.296960879606225,78.3228392578471,17.46707741590534,78.48503508235576,1.4710598530741574,1,clear,0,12,22.380854358735927
17.35563718652301,78.55536207421463,17.22382197539291,78.52286444810038,22.134563579068775,5,foggy,4,23,35.3228188518257
17.410905687668553,78.44854395810418,17.419448947102108,78.5213752180062,10.382381962079254,2,clear,6,10,52.22011715952661
17.309088880713787,78.44417597319799,17.256223583229275,78.45643470725005,20.286623681192303,2,foggy,2,21,21.9611606832929
17.49153462481629,78.47772233539786,17.45745311594715,78.32053761580008,17.140774426562448,1,foggy,1,14,30.760687834216533
17.488734188482635,78.54740428977755,17.445719054158495,78.41133388152903,10.939196837409309,5,foggy,4,9,40.754564368499416
17.27553468874761,78.40434276237066,17.36223812649566,78.576229982539,4.902711746019125,2,foggy,6,8,34.059407573755124
17.349174551767714,78.50340484576772,17.41307283958699,78.47533467292722,3.7381480321539478,4,foggy,0,8,32.975113328515874
17.29026349294503,78.46971958919873,17.294305033955123,78.46149958297671,25.114031660254483,3,rainy,3,19,28.12548656610618
17.28545214831324,78.38010848105083,17.341350369679844,78.38065605431466,27.63352872036518,3,foggy,1,0,39.33231638874625
17.211066084206358,78.56358899590654,17.44649106931314,78.41053467597497,19.843853356164686,2,rainy,6,16,41.21863489618052
17.38286930019397,78.53922780648207,17.337779559151965,78.56860382674594,3.999589330954018,6,foggy,2,11,42.66447704506813
17.35080370696866,78.49753555039753,17.307339479597633,78.49993891425805,12.658789289758982,2,rainy,6,9,13.518405395301466
17.215443625374995,78.55517451872826,17.348263734175088,78.5362161080257,22.13923680304956,8,rainy,4,4,41.55170878560244
17.283593939270983,78.56018826028793,17.448474775731164,78.43630362692029,23.614805636291976,8,clear,5,17,57.66185893906164
17.472479765789995,78.51250889301451,17.30056241421126,78.48907416583684,4.428340046441569,5,foggy,4,14,37.04931177640418
17.27186856720009,78.55110399850909,17.252128477940722,78.37451508262296,1.0008908465160902,10,clear,6,5,45.763354125462214
17.243468461627366,78.50924143850078,17.413604206099233,78.51163824908504,21.651974330537545,7,clear,1,6,37.83661538796089
17.346835828083268,78.50404223152809,17.447793463812424,78.42828040011099,11.341289103599964,4,foggy,6,16,52.73703092959894
17.49569513623318,78.48558341346455,17.23019124355706,78.43276365444441,8.379958616929548,1,clear,6,5,56.479154729878445
17.27261658145345,78.52581499186729,17.271962233826784,78.49479669737306,1.3740266238962378,2,foggy,0,7,19.210994964817964
17.401640664221762,78.34758153158792,17.242591596928296,78.58088418644067,16.66868279608349,10,clear,2,11,31.84300182785633
17.428485884598615,78.56426122775967,17.30438242347465,78.31920190398259,25.68337132735347,10,foggy,1,20,29.619105046636065
17.27129126319772,78.56155305832357,17.335105293671624,78.5474229712041,28.771317741905047,4,foggy,6,13,30.260756164963933
17.41846490458356,78.30877418491036,17.424647901088992,78.38771493312366,17.40660356778539,1,foggy,3,11,16.276209061393793
17.310334939815775,78.54774502516942,17.395344275464502,78.43317583635191,15.919378504456931,8,rainy,2,22,50.680786299035965
17.389691749178073,78.33866096024202,17.38627857024353,78.3065739986325,3.466635179187992,9,clear,4,9,11.788312150746762
17.39005891322827,78.40053565627774,17.305712483982894,78.3903138233503,16.917311244735394,4,rainy,1,21,36.41133038635785
17.36073240522243,78.52305247688747,17.45243426592543,78.45078937278903,12.019393289996444,10,clear,4,19,43.09391940223456
17.227086931016323,78.34822796881448,17.34138615021945,78.31685282320423,18.606923145623732,3,clear,6,14,20.37347190294386
17.45059074867677,78.54539010723572,17.493731481404545,78.44732871881494,12.273064088419854,2,clear,4,6,55.29250960493978
17.29623401949152,78.54964025338732,17.390242641488722,78.57813318865752,7.968674580060636,5,rainy,4,8,51.92746035123965
17.255955553119957,78.45224032012824,17.23787942246935,78.33161796543234,3.7539929816229183,3,clear,0,9,33.554186474196264
17.212232542466428,78.30191576151505,17.40285326862263,78.52933221842265,10.132634893077975,10,rainy,4,9,30.557446617006935
17.377267882956474,78.38611143995247,17.29753120462951,78.4229013160128,3.802700194344816,7,foggy,3,15,21.828396260555003
17.403269308552684,78.48507807551272,17.40589815900583,78.4965521143573,6.130011573895534,6,clear,3,6,46.49966123224818
17.204976348678358,78.59435585340822,17.22089234444872,78.37807097939556,29.63274859880683,1,clear,2,4,16.587189981598208
17.353627917489785,78.489544058105,17.252464431152788,78.3478476787624,13.87900315029194,8,foggy,6,22,44.011887692189156
17.267948732559383,78.37794107431924,17.456721177671735,78.34813878428136,16.42428122864548,2,foggy,5,2,52.12284930592068
17.393551837122835,78.49020171092988,17.268153867107053,78.32114758369293,26.334937333379244,5,clear,4,17,21.423578795851185
17.252309928701496,78.46199561391475,17.451112337572884,78.35569401147038,29.871498114229947,9,foggy,4,10,53.32137014493781
17.40728132143074,78.53395361854534,17.283782826536324,78.49926581549668,17.898719030995764,8,rainy,1,14,11.666159971975423
17.31602060389016,78.33209419164808,17.39286457301761,78.56450718355305,24.561740810280977,2,rainy,0,20,55.63936926932627
17.48101899662102,78.52830837075061,17.40824517205295,78.54423770567735,10.481289705763583,9,clear,5,19,15.918111392564901
17.241256283243796,78.46237997360282,17.353796425943514,78.50554029296234,9.866574765971443,5,rainy,2,4,42.28795889690163
17.302319905315077,78.5888976011577,17.29159320300902,78.33312955902333,12.678407908842246,10,rainy,5,23,22.50412344569709
17.234042056372175,78.4025616498116,17.26379331291133,78.38675623388878,20.502710617535826,6,clear,4,11,51.82761955848069
17.477408085483567,78.48978656794019,17.209956806368726,78.39294206259673,20.783558988397864,3,foggy,1,3,35.615018045773326
17.463201806014293,78.579608431653,17.291183920372216,78.37498708391928,10.141943604834074,3,clear,6,14,16.762059562325067
17.277382488314547,78.3307529183972,17.395948837159384,78.45450169791292,4.863087799962232,10,rainy,0,8,38.54957856629892
17.397995213810255,78.58116854617093,17.481491445534544,78.4606661444639,19.33949143749975,8,clear,6,6,30.394130509849155
17.445166660060366,78.50636571669024,17.461361344678917,78.40706579255134,4.721450003474171,10,clear,2,9,43.07239083065506
17.36656024347984,78.32035111773155,17.429819432960592,78.40613674762092,17.776282738650572,10,rainy,5,22,54.09516423817298
17.358895173506802,78.39028907008404,17.436534202975988,78.54856667937182,21.10924171363296,2,rainy,2,12,30.469456559170922
17.272555687270135,78.51245162659357,17.399495471042798,78.5367878544959,21.3177333954391,2,clear,4,7,24.494033976692982
17.22793083034177,78.32020518044062,17.2780860572698,78.39233874950422,22.850691209128307,5,rainy,2,11,10.72575472638044
17.469164727385998,78.47465113805288,17.47215850921175,78.57413653316198,26.312923225404273,6,rainy,6,21,38.74195189299374
17.470125417149,78.40376491708588,17.40121969357175,78.58584450510075,15.498810766978865,2,rainy,1,23,30.113738371571678
17.38993043718198,78.48627465533023,17.368132189294133,78.398022762609,22.177226496357566,5,rainy,2,18,28.732460950741437
17.30170893731461,78.31372261014376,17.233296840764044,78.40632748463791,18.956009325609266,7,rainy,3,0,19.146766064210624
17.304762872383797,78.5614610418457,17.334116663141927,78.45169024602659,6.412558254132795,10,rainy,1,15,31.502767259563715
17.417786703661072,78.59204669075321,17.338107481360577,78.5823362437601,1.7449997012128369,10,foggy,5,21,59.222097679168414
17.469133077985774,78.59066335658571,17.4593690828568,78.56289582994269,9.25170018463108,8,clear,0,16,24.887707683612216
17.466125927279535,78.52489554952287,17.363994466056337,78.33077038877508,13.847977483790963,7,rainy,0,17,39.98522067040501
17.43396266375729,78.33902587203919,17.314120164691122,78.41781922298142,18.896072388431033,8,clear,4,10,48.824344065783336
17.392609493846287,78.5274789587787,17.493040098553198,78.46601135692492,25.648820584592954,9,foggy,4,17,47.457891158826584
17.225241989498514,78.30737607493764,17.233216177997893,78.45093974176545,6.691125784478803,5,rainy,3,6,26.438714374629537
17.248488614228382,78.3066370654587,17.326764528493584,78.35815892038106,4.640943907055836,5,clear,5,17,40.54300417584252
17.469566256558124,78.39708306574485,17.21260740255142,78.55764503135045,28.9409184767555,10,rainy,6,7,53.56323426350786
17.38192871789788,78.4465929571214,17.42197123623008,78.50308223489904,4.133292221915806,4,rainy,0,5,10.772371386653898
17.202759115484987,78.53112222534233,17.475422965659746,78.55137251245553,14.876241033108485,9,rainy,0,6,31.78671784216538
17.230441462859808,78.50498861298195,17.284011198865148,78.55762928380484,17.981348135005753,5,rainy,0,22,21.213670912095264
17.399050530732417,78.43377081191302,17.457502503039738,78.52450675609971,16.69985820631571,2,rainy,6,21,29.43161451994195
17.201518475153865,78.38208799988449,17.28766546913857,78.43176318037492,3.494932553955353,10,rainy,0,9,30.799480398762082
17.24824241542525,78.59913735004731,17.473231048493176,78.48316402650462,2.6537805061049617,8,rainy,2,10,47.33354823933185
17.364620136809975,78.42785439067079,17.426188571079035,78.34810962183592,4.059019396370035,7,foggy,5,12,14.691093619772158
17.40756855930781,78.43541610729889,17.44147203305243,78.50209362524247,17.982042832305762,8,foggy,1,8,35.62919515662553
17.39558837785078,78.34908714635749,17.205401966680135,78.35377597672178,16.78600174139531,3,rainy,1,6,38.209739589937264
17.267280792838168,78.53844286462497,17.488843107122207,78.50818487715304,7.778482969065584,4,rainy,3,8,34.70788017759022
17.41365376640426,78.50810466773444,17.418001297621096,78.36887944822618,19.495450113522153,5,foggy,2,12,46.59366265313601
17.27117472624904,78.36623088383662,17.29142532861584,78.33526539004507,24.781957559613833,6,foggy,0,2,29.18956279534237
17.29761990944778,78.32471431368475,17.448818399457654,78.34958534704289,2.205789835551219,1,foggy,0,2,57.248353182003804
17.423947421535406,78.5041497906224,17.28445635952448,78.30059764056571,15.44576836289323,4,rainy,4,0,34.09017212694707
17.394889869714163,78.49635336428433,17.46182615186984,78.51562188535605,20.99000195097802,10,clear,4,20,38.56069548073988
17.454767023148253,78.38197785809946,17.23377411712358,78.5197203147175,8.317045885020924,5,clear,3,19,51.27654116733747
17.397283867690103,78.58525906867511,17.41110579323824,78.45448000497397,9.925356253501324,7,clear,0,1,23.761805296556123
17.37049258100064,78.34531736753426,17.362209542993472,78.34840884031661,18.79549918669213,5,clear,3,2,13.760101438140122
17.22810243034843,78.42970044031277,17.22896034105863,78.3250663012532,27.04012350986837,1,rainy,2,14,45.38919891812412
17.31031474091783,78.58308477605027,17.27256814847765,78.30573868993119,24.487808188784083,7,clear,1,23,34.150592777418936
17.279560710304516,78.42591819507783,17.203721210883195,78.34972445308956,17.910776353887922,8,foggy,0,5,54.82521254794974
17.273196893013726,78.49155778429922,17.34063038963935,78.56725666049493,22.176429814960226,7,foggy,5,12,59.134002436121705
17.491903166425733,78.41927831938884,17.290379578228,78.3724610525105,11.579851636026161,4,clear,6,20,29.95546752873646
17.31792931740003,78.3822645607046,17.37950724528933,78.40628139816516,19.588000314863976,8,foggy,2,0,30.771950812983043
17.467613966553134,78.59519329438794,17.289171342312585,78.3316036453444,14.519266142699152,5,rainy,0,19,30.39813011028632
17.38934158779918,78.4228002018945,17.289975733452096,78.36670839142445,6.508147957269267,10,clear,6,18,26.227705486546306
17.438443391062496,78.56822976110374,17.42295795961948,78.45576737123406,21.350409942440457,9,clear,5,0,49.08435488831987
17.350791127931558,78.36898638176733,17.214442850793507,78.48232580492869,17.137474483115838,10,rainy,4,20,47.94978812453638
17.37307116538791,78.36393141120752,17.470868498557596,78.37360569424986,11.400025876654151,5,foggy,3,21,33.93224352752624
17.347755308145658,78.30934022486535,17.455679162317356,78.31731964776753,27.42883651228029,1,rainy,4,1,12.233060818944939
17.258572896339412,78.49550004761277,17.40034140496792,78.41730986073821,1.6070894169752648,9,rainy,1,14,25.47796507565367
17.41673563457845,78.41055790311712,17.377966471032217,78.37026101127789,10.157421386235384,5,foggy,4,13,24.615152327741875
17.284231708732257,78.55930747495188,17.467690749441896,78.36586617696894,2.64956053555175,6,rainy,0,18,50.55436231001292
17.207294789929435,78.44196297200746,17.255599053858614,78.58795884081403,23.22929217042719,4,foggy,5,10,14.378778670808735
17.39364168877215,78.59045802837441,17.223690748657248,78.48489014577771,21.361116169299986,6,foggy,4,14,50.283768952135205
17.253133203822113,78.35565765471094,17.27185305097286,78.46706353295163,10.609214343353194,8,rainy,0,5,43.45918260995715
