OrderDetailID,OrderID,ProductID,Quantity,PriceEach,TotalPrice
517,110,16,3,409.61706972322173,1228.8512091696653
518,231,48,1,388.8132485394478,388.8132485394478
519,209,37,3,436.2154886334091,1308.6464659002272
520,150,47,3,407.9476683953336,1223.843005186001
521,80,7,5,484.26767905942313,2421.3383952971158
522,3,24,3,344.9015016505583,1034.704504951675
523,249,39,3,89.8724935155258,269.61748054657744
524,148,38,2,346.1443085743635,692.288617148727
525,51,30,4,476.0805682102502,1904.3222728410008
526,163,33,2,496.2095988939715,992.419197787943
527,119,32,5,235.21640863684706,1176.0820431842353
528,90,5,1,172.80769876843488,172.80769876843488
529,51,49,2,89.51848639672136,179.03697279344271
530,70,36,2,201.6839929677742,403.3679859355484
531,177,20,2,218.7660536306108,437.5321072612216
532,293,9,5,182.50245622826156,912.5122811413078
533,252,10,5,133.509371642973,667.5468582148651
534,228,14,2,380.85274470400907,761.7054894080181
535,60,37,1,436.2154886334091,436.2154886334091
536,135,34,1,173.08239429241354,173.08239429241354
537,78,11,5,315.57125543377435,1577.8562771688717
538,52,3,5,386.1764811694529,1930.8824058472646
539,265,48,2,388.8132485394478,777.6264970788956
540,122,36,1,201.6839929677742,201.6839929677742
541,170,36,2,201.6839929677742,403.3679859355484
542,82,19,4,456.00741451885847,1824.0296580754339
543,44,15,2,179.55046069099683,359.10092138199366
544,57,32,1,235.21640863684706,235.21640863684706
545,52,2,1,255.49922444549495,255.49922444549495
546,293,12,3,441.95123431386185,1325.8537029415857
547,100,27,2,146.64515129714397,293.29030259428794
548,112,20,4,218.7660536306108,875.0642145224432
549,36,17,1,200.8510913678053,200.8510913678053
550,252,9,5,182.50245622826156,912.5122811413078
551,156,39,1,89.8724935155258,89.8724935155258
552,8,46,5,169.93248151532975,849.6624075766488
553,108,41,1,440.94312434058753,440.94312434058753
554,84,25,1,224.5675782233399,224.5675782233399
555,22,49,3,89.51848639672136,268.5554591901641
556,250,30,2,476.0805682102502,952.1611364205004
557,34,19,1,456.00741451885847,456.00741451885847
558,158,19,4,456.00741451885847,1824.0296580754339
559,24,43,2,258.15051770338926,516.3010354067785
560,189,25,5,224.5675782233399,1122.8378911166994
561,28,7,1,484.26767905942313,484.26767905942313
562,144,4,3,353.50398257722065,1060.511947731662
563,16,20,1,218.7660536306108,218.7660536306108
564,211,3,3,386.1764811694529,1158.5294435083588
565,44,36,1,201.6839929677742,201.6839929677742
566,253,25,2,224.5675782233399,449.1351564466798
567,163,21,4,182.7412994928937,730.9651979715748
568,149,28,1,479.3408898225919,479.3408898225919
569,281,43,1,258.15051770338926,258.15051770338926
570,204,44,1,499.56981407058964,499.56981407058964
571,166,27,2,146.64515129714397,293.29030259428794
572,78,36,3,201.6839929677742,605.0519789033226
573,29,18,5,219.36278409304612,1096.8139204652307
574,143,1,4,358.98465174820154,1435.9386069928062
575,148,26,4,464.02201631568045,1856.0880652627218
